contig	module_accession	completeness	pathway_name	pathway_class	matching_ko	missing_ko
ERZ8153470.362-NODE-362-length-41388-cov-104.969927	M00020	33.33	Serine biosynthesis, glycerate-3P => serine	Pathway modules; Amino acid metabolism; Serine and threonine metabolism	K00831	K00058,K01079
ERZ8153470.362-NODE-362-length-41388-cov-104.969927	M00532	25.0	Photorespiration	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00281	K00382,K02437,K00605
ERZ8153470.362-NODE-362-length-41388-cov-104.969927	M00872	20.0	O-glycan biosynthesis, mannose type (core M3)	Pathway modules; Glycan metabolism; Glycan biosynthesis	K19872	K19873,K09668,K21052,K21032
ERZ8153470.362-NODE-362-length-41388-cov-104.969927	M00124	16.67	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00831	K00275,K03472,K03474,K00097,K03473
ERZ8153470.364-NODE-364-length-41306-cov-7.482655	M00846	35.71	Siroheme biosynthesis, glutamate => siroheme	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01749,K02496,K01719	K01698,K02304,K02492,K01845,K01885
ERZ8153470.364-NODE-364-length-41306-cov-7.482655	M00087	33.33	beta-Oxidation	Pathway modules; Lipid metabolism; Fatty acid metabolism	K00632	K00232,K00022,K01692
ERZ8153470.364-NODE-364-length-41306-cov-7.482655	M00088	33.33	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	Pathway modules; Lipid metabolism; Lipid metabolism	K00626	K01640,K01641
ERZ8153470.364-NODE-364-length-41306-cov-7.482655	M00125	33.33	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K20862	K01498,K00082,K01497
ERZ8153470.364-NODE-364-length-41306-cov-7.482655	M00868	25.0	Heme biosynthesis, animals and fungi, glycine => heme	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01749,K01719	K01599,K01698,K00643,K00231,K01772,K00228
ERZ8153470.364-NODE-364-length-41306-cov-7.482655	M00121	20.0	Heme biosynthesis, plants and bacteria, glutamate => heme	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01749,K01719	K01599,K01698,K02492,K01772,K00228,K00230,K01845,K01885
ERZ8153470.364-NODE-364-length-41306-cov-7.482655	M00117	16.67	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K03182,K03183	K03179,K00568,K03181,K03184,K18800,K03185,K03186
ERZ8153470.364-NODE-364-length-41306-cov-7.482655	M00849	16.67	C5 isoprenoid biosynthesis, mevalonate pathway, archaea	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis	K00626	K01641,K00021,K01823,K00869,K06981,K17942
ERZ8153470.364-NODE-364-length-41306-cov-7.482655	M00017	14.29	Methionine biosynthesis, apartate => homoserine => methionine	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism	K00549	K01739,K00133,K00651,K00928,K00003,K01760
ERZ8153470.364-NODE-364-length-41306-cov-7.482655	M00095	14.29	C5 isoprenoid biosynthesis, mevalonate pathway	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis	K00626	K01641,K00938,K01823,K00869,K00021,K01597
ERZ8153470.364-NODE-364-length-41306-cov-7.482655	M00527	14.29	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K01778	K00133,K01714,K01586,K00928,K00215,K10206
ERZ8153470.364-NODE-364-length-41306-cov-7.482655	M00016	11.11	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K01778	K01439,K00928,K00674,K00821,K00133,K01714,K01586,K00215
ERZ8153470.364-NODE-364-length-41306-cov-7.482655	M00116	11.11	Menaquinone biosynthesis, chorismate => menaquinol	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K03183	K02549,K02551,K01911,K02548,K19222,K08680,K02552,K01661
ERZ8153470.364-NODE-364-length-41306-cov-7.482655	M00373	11.11	Ethylmalonyl pathway	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00626	K14447,K14451,K14446,K14449,K00023,K08691,K17865,K14448
ERZ8153470.364-NODE-364-length-41306-cov-7.482655	M00525	11.11	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K01778	K05823,K00841,K00928,K05822,K00133,K01714,K01586,K00215
ERZ8153470.364-NODE-364-length-41306-cov-7.482655	M00374	7.69	Dicarboxylate-hydroxybutyrate cycle	Pathway modules; Energy metabolism; Carbon fixation	K00626	K15038,K01678,K00171,K01007,K01677,K01902,K00240,K00172,K00170,K00169,K15016,K01903,K01595,K00024,K14467,K14465,K00239,K14534
ERZ8153470.364-NODE-364-length-41306-cov-7.482655	M00375	7.14	Hydroxypropionate-hydroxybutylate cycle	Pathway modules; Energy metabolism; Carbon fixation	K00626	K01848,K15038,K15019,K15039,K15020,K15037,K15017,K05606,K01849,K15016,K15036,K15018,K01964,K14466,K14465,K14534
ERZ8153470.365-NODE-365-length-41178-cov-11.014201	M00021	50.0	Cysteine biosynthesis, serine => cysteine	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism	K01738	K00640
ERZ8153470.365-NODE-365-length-41178-cov-11.014201	M00052	33.33	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	Pathway modules; Nucleotide metabolism; Pyrimidine metabolism	K01937	K00940,K13800
ERZ8153470.365-NODE-365-length-41178-cov-11.014201	M00527	14.29	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K01778	K00133,K01714,K01586,K00928,K00215,K10206
ERZ8153470.365-NODE-365-length-41178-cov-11.014201	M00016	11.11	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K01778	K01439,K00928,K00674,K00821,K00133,K01714,K01586,K00215
ERZ8153470.365-NODE-365-length-41178-cov-11.014201	M00525	11.11	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K01778	K05823,K00841,K00928,K05822,K00133,K01714,K01586,K00215
ERZ8153470.366-NODE-366-length-41074-cov-18.983471	M00096	12.5	C5 isoprenoid biosynthesis, non-mevalonate pathway	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis	K00991	K03527,K01823,K00919,K01770,K03526,K01662,K00099
ERZ8153470.367-NODE-367-length-40955-cov-167.528386	M00124	16.67	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00097	K00275,K03472,K03474,K00831,K03473
ERZ8153470.368-NODE-368-length-40869-cov-8.205003	M00016	11.11	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K01439	K00928,K00674,K00821,K01778,K00133,K01714,K01586,K00215
ERZ8153470.369-NODE-369-length-40726-cov-7.915566	M00028	50.0	Ornithine biosynthesis, glutamate => ornithine	Pathway modules; Amino acid metabolism; Arginine and proline metabolism	K00145,K00930,K01438	K00818,K00618
ERZ8153470.369-NODE-369-length-40726-cov-7.915566	M00168	50.0	CAM (Crassulacean acid metabolism), dark	Pathway modules; Energy metabolism; Carbon fixation	K01595	K00025
ERZ8153470.369-NODE-369-length-40726-cov-7.915566	M00017	42.86	Methionine biosynthesis, apartate => homoserine => methionine	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism	K12525,K01739	K00651,K01760,K00548,K00133
ERZ8153470.369-NODE-369-length-40726-cov-7.915566	M00845	42.86	Arginine biosynthesis, glutamate => acetylcitrulline => arginine	Pathway modules; Amino acid metabolism; Arginine and proline metabolism	K00145,K01755,K01438	K01940,K00821,K22478,K09065
ERZ8153470.369-NODE-369-length-40726-cov-7.915566	M00018	40.0	Threonine biosynthesis, aspartate => homoserine => threonine	Pathway modules; Amino acid metabolism; Serine and threonine metabolism	K12525	K01733,K00872,K00133
ERZ8153470.369-NODE-369-length-40726-cov-7.915566	M00345	33.33	Formaldehyde assimilation, ribulose monophosphate pathway	Pathway modules; Energy metabolism; Methane metabolism	K00850	K08093,K08094,K01624
ERZ8153470.369-NODE-369-length-40726-cov-7.915566	M00844	33.33	Arginine biosynthesis, ornithine => arginine	Pathway modules; Amino acid metabolism; Arginine and proline metabolism	K01755	K00611,K01940
ERZ8153470.369-NODE-369-length-40726-cov-7.915566	M00170	25.0	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	Pathway modules; Energy metabolism; Carbon fixation	K01595	K14455,K14454,K01610
ERZ8153470.369-NODE-369-length-40726-cov-7.915566	M00172	25.0	C4-dicarboxylic acid cycle, NADP - malic enzyme type	Pathway modules; Energy metabolism; Carbon fixation	K01595	K00051,K00029,K01006
ERZ8153470.369-NODE-369-length-40726-cov-7.915566	M00029	20.0	Urea cycle	Pathway modules; Amino acid metabolism; Arginine and proline metabolism	K01755	K00611,K01940,K01948,K01476
ERZ8153470.369-NODE-369-length-40726-cov-7.915566	M00526	16.67	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K12525	K03340,K00133,K01714,K01586,K00215
ERZ8153470.369-NODE-369-length-40726-cov-7.915566	M00171	14.29	C4-dicarboxylic acid cycle, NAD - malic enzyme type	Pathway modules; Energy metabolism; Carbon fixation	K01595	K00025,K00814,K00028,K14454,K14455,K01006
ERZ8153470.369-NODE-369-length-40726-cov-7.915566	M00377	14.29	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Pathway modules; Energy metabolism; Carbon fixation	K00297	K00198,K00194,K01491,K01938,K15023,K05299,K14138,K00197
ERZ8153470.369-NODE-369-length-40726-cov-7.915566	M00527	14.29	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K12525	K01778,K00133,K01714,K01586,K00215,K10206
ERZ8153470.369-NODE-369-length-40726-cov-7.915566	M00001	11.11	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00850	K00927,K01810,K00844,K01803,K01689,K00873,K01623,K00134,K01834
ERZ8153470.369-NODE-369-length-40726-cov-7.915566	M00016	11.11	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K12525	K01439,K00674,K00821,K01778,K00133,K01714,K01586,K00215
ERZ8153470.369-NODE-369-length-40726-cov-7.915566	M00116	11.11	Menaquinone biosynthesis, chorismate => menaquinol	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K02548	K02549,K02551,K01911,K01661,K19222,K08680,K02552,K03183
ERZ8153470.369-NODE-369-length-40726-cov-7.915566	M00346	11.11	Formaldehyde assimilation, serine pathway	Pathway modules; Energy metabolism; Methane metabolism	K01595	K00830,K00600,K01689,K00024,K08691,K08692,K14067,K00018,K11529
ERZ8153470.369-NODE-369-length-40726-cov-7.915566	M00374	7.69	Dicarboxylate-hydroxybutyrate cycle	Pathway modules; Energy metabolism; Carbon fixation	K01595	K15038,K01678,K00171,K00626,K01007,K01677,K01902,K00240,K00172,K00170,K00169,K15016,K01903,K00024,K14467,K14465,K00239,K14534
ERZ8153470.369-NODE-369-length-40726-cov-7.915566	M00173	5.0	Reductive citrate cycle (Arnon-Buchanan cycle)	Pathway modules; Energy metabolism; Carbon fixation	K01595	K15231,K00171,K00175,K00172,K00170,K00169,K01007,K00174,K01676,K00031,K01903,K00024,K01902,K00240,K01681,K00239,K15230
ERZ8153470.370-NODE-370-length-40321-cov-7.411588	M00131	25.0	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K01092	K01107,K01106,K01109
ERZ8153470.370-NODE-370-length-40321-cov-7.411588	M00357	20.0	Methanogenesis, acetate => methane	Pathway modules; Energy metabolism; Methane metabolism	K01895	K00194,K00578,K00402,K00581,K00399,K22482,K00197,K00584,K00579,K00401,K22480,K00577,K00193,K00580,K22481
ERZ8153470.371-NODE-371-length-40286-cov-7.874052	M00131	25.0	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K01092	K01107,K01106,K01109
ERZ8153470.371-NODE-371-length-40286-cov-7.874052	M00526	16.67	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K01714	K03340,K00133,K01586,K00928,K00215
ERZ8153470.371-NODE-371-length-40286-cov-7.874052	M00527	14.29	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K01714	K01778,K00133,K01586,K00928,K00215,K10206
ERZ8153470.371-NODE-371-length-40286-cov-7.874052	M00016	11.11	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K01714	K01439,K00928,K00674,K00821,K01778,K00133,K01586,K00215
ERZ8153470.371-NODE-371-length-40286-cov-7.874052	M00525	11.11	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K01714	K05823,K00841,K00928,K01778,K05822,K00133,K01586,K00215
ERZ8153470.372-NODE-372-length-40209-cov-7.534990	M00530	50.0	Dissimilatory nitrate reduction, nitrate => ammonia	Pathway modules; Energy metabolism; Nitrogen metabolism	K00374,K00370,K00371	K00363,K00362
ERZ8153470.372-NODE-372-length-40209-cov-7.534990	M00615	50.0	Nitrate assimilation	Signature modules; Module set; Metabolic capacity	K02575	M00531
ERZ8153470.372-NODE-372-length-40209-cov-7.534990	M00309	33.33	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K03738	K11395,K05308
ERZ8153470.372-NODE-372-length-40209-cov-7.534990	M00804	33.33	Complete nitrification, comammox, ammonia => nitrite => nitrate	Pathway modules; Energy metabolism; Nitrogen metabolism	K00370,K00371	K10944,K10535,K10945,K10946
ERZ8153470.372-NODE-372-length-40209-cov-7.534990	M00529	25.0	Denitrification, nitrate => nitrogen	Pathway modules; Energy metabolism; Nitrogen metabolism	K00374,K00370,K00371	K00368,K02305,K04561,K00376
ERZ8153470.373-NODE-373-length-40200-cov-208.234201	M00063	25.0	CMP-KDO biosynthesis	Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism	K06041	K00979,K01627,K03270
ERZ8153470.373-NODE-373-length-40200-cov-208.234201	M00061	20.0	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K01686	K00040,K01625,K01812,K00874
ERZ8153470.373-NODE-373-length-40200-cov-208.234201	M00526	16.67	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K00215	K03340,K00133,K01714,K01586,K00928
ERZ8153470.373-NODE-373-length-40200-cov-208.234201	M00527	14.29	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K00215	K01778,K00133,K01714,K01586,K00928,K10206
ERZ8153470.373-NODE-373-length-40200-cov-208.234201	M00016	11.11	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K00215	K01439,K00928,K00674,K00821,K01778,K00133,K01714,K01586
ERZ8153470.373-NODE-373-length-40200-cov-208.234201	M00525	11.11	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K00215	K05823,K00841,K00928,K01778,K05822,K00133,K01714,K01586
ERZ8153470.374-NODE-374-length-40178-cov-19.565985	M00063	25.0	CMP-KDO biosynthesis	Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism	K06041	K00979,K01627,K03270
ERZ8153470.377-NODE-377-length-39438-cov-65.706523	M00096	12.5	C5 isoprenoid biosynthesis, non-mevalonate pathway	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis	K01662	K03527,K00991,K01823,K00919,K01770,K03526,K00099
ERZ8153470.378-NODE-378-length-39202-cov-9.874371	M00133	100.0	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine	Pathway modules; Amino acid metabolism; Polyamine biosynthesis	K01611	
ERZ8153470.378-NODE-378-length-39202-cov-9.874371	M00093	66.67	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE	Pathway modules; Lipid metabolism; Lipid metabolism	K17103,K01613	K00981
ERZ8153470.378-NODE-378-length-39202-cov-9.874371	M00127	33.33	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00946	K00788,K03147,K00941
ERZ8153470.378-NODE-378-length-39202-cov-9.874371	M00096	25.0	C5 isoprenoid biosynthesis, non-mevalonate pathway	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis	K00991,K12506	K03527,K01823,K00919,K03526,K01662,K00099
ERZ8153470.378-NODE-378-length-39202-cov-9.874371	M00526	16.67	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K01586	K03340,K00133,K01714,K00928,K00215
ERZ8153470.378-NODE-378-length-39202-cov-9.874371	M00527	14.29	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K01586	K01778,K00133,K01714,K00928,K00215,K10206
ERZ8153470.378-NODE-378-length-39202-cov-9.874371	M00846	14.29	Siroheme biosynthesis, glutamate => siroheme	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01885	K01698,K02492,K01749,K01719,K01845,K02302
ERZ8153470.378-NODE-378-length-39202-cov-9.874371	M00034	12.5	Methionine salvage pathway	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism	K01611	K00797,K00899,K00815,K16054,K08963,K00789,K08967,K01243
ERZ8153470.378-NODE-378-length-39202-cov-9.874371	M00016	11.11	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K01586	K01439,K00928,K00674,K00821,K01778,K00133,K01714,K00215
ERZ8153470.378-NODE-378-length-39202-cov-9.874371	M00525	11.11	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K01586	K05823,K00841,K00928,K01778,K05822,K00133,K01714,K00215
